text,intent
Đau khi ngồi lâu dai dẳng về đêm. Đau rát hậu môn gần đây. Cảm giác cộm vướng nhẹ 1 tuần nay. Dịch nhầy quanh hậu môn 1 tuần nay.,Trĩ
Tê bì chân tăng dần vài ngày nay. Nóng đỏ khớp dai dẳng 2 tuần gần đây. Giảm khi nghỉ ngơi nhẹ gần đây.,Đau lưng và viêm khớp
Đau lan xuống háng từng cơn khi nghỉ. Tiểu buốt tăng dần 2 tuần gần đây. Sốt dai dẳng. Nước tiểu đục dai dẳng 2 tuần gần đây.,Sỏi thận
Rối loạn giấc ngủ tăng dần khi gắng sức. Tăng huyết áp khó kiểm soát từng cơn. Chuột rút cơ vài ngày nay. Phù chân tăng dần 1 tuần nay.,Suy thận
"Gần đây, Vết thương lâu lành từng cơn 2 tuần gần đây. Ngứa da nhiều. Khát về đêm tăng dần 2 tuần gần đây.",Tiểu đường
Ngứa dai dẳng dai dẳng 2 tuần gần đây. Phù mắt cá dai dẳng gần đây. Căng tức khi đi tiểu từng cơn khi nghỉ.,Suy thận
Tê bì tay chân nhiều khi gắng sức. Hơi thở mùi trái cây nhiều 1 tuần nay. Cảm giác kiến bò ở bàn chân nhẹ khi gắng sức. Đói và mệt mỏi dai dẳng gần đây. Khát về đêm tăng dần.,Tiểu đường
Sa búi trĩ nhẹ 1 tuần nay. Ngứa quanh hậu môn nhiều về đêm.,Trĩ
Vàng da vàng mắt tăng dần vài ngày nay. Đau tức hạ sườn phải nhẹ khi nghỉ. Rối loạn giấc ngủ nhiều 2 tuần gần đây. Phân bạc màu dai dẳng gần đây.,Xơ gan hoặc gan có vấn đề
"Khoảng 3 ngày nay, Nhìn mờ dai dẳng khi nghỉ. Khô miệng nhiều về đêm. Hơi thở mùi trái cây từng cơn 1 tuần nay. Cảm giác kiến bò ở bàn chân nhiều gần đây.",Tiểu đường
Nhìn mờ dai dẳng vài ngày nay. Chuột rút tăng dần về đêm. Ngứa da gần đây. Khô miệng từng cơn gần đây.,Tiểu đường
"Gần đây, Khò khè khi nằm nhiều gần đây. Ho khan dai dẳng khi gắng sức.",Tim mạch
Hơi thở có mùi hôi tăng dần 2 tuần gần đây. Căng tức khi đi tiểu dai dẳng 2 tuần gần đây. Hoa mắt hoa mắt nhiều khi gắng sức. Phù chân dai dẳng.,Suy thận
Tim đập nhanh nhiều. Nặng ngực nhẹ 2 tuần gần đây. Mệt mỏi bất thường nhiều khi gắng sức.,Tim mạch
Cơ giật từng cơn khi nghỉ. Chuột rút cơ từng cơn về đêm.,Suy thận
Buồn nôn tăng dần khi gắng sức. Tiểu gấp nhẹ 1 tuần nay.,Sỏi thận
Nôn mửa dai dẳng. Nước tiểu sẫm màu. Đau hạ sườn phải.,Xơ gan hoặc gan có vấn đề
Chán ăn từng cơn khi gắng sức. Phù chân nhẹ về đêm. Bụng to do cổ trướng dai dẳng khi nghỉ.,Xơ gan hoặc gan có vấn đề
Dịch nhầy quanh hậu môn dai dẳng vài ngày nay. Ngứa quanh hậu môn nhiều vài ngày nay. Sa búi trĩ nhẹ vài ngày nay.,Trĩ
"Khoảng 1 tháng, Lòng bàn tay đỏ vài ngày nay. Ngứa da tăng dần về đêm. Chảy máu cam từng cơn gần đây. Bầm tím dễ dàng từng cơn vài ngày nay. Sao mạch trên da từng cơn 1 tuần nay.",Xơ gan hoặc gan có vấn đề
Nặng ngực nhiều gần đây. Ngất khi gắng sức.,Tim mạch
Yếu chân dai dẳng. Sưng nhức khớp gối tăng dần 2 tuần gần đây. Cứng khớp buổi sáng. Đau tăng khi nâng vật nặng nhiều về đêm.,Đau lưng và viêm khớp
Tiểu ít tăng dần. Chán ăn từng cơn về đêm. Rối loạn giấc ngủ dai dẳng.,Suy thận
"Hiện tại, Chóng mặt gần đây. Ngất dai dẳng về đêm. Tim đập nhanh từng cơn gần đây. Đau tức ngực dai dẳng 2 tuần gần đây.",Tim mạch
"Khoảng vài hôm, Đau rát hậu môn từng cơn gần đây. Cảm giác cộm vướng về đêm. Chảy máu khi đi tiêu dai dẳng vài ngày nay.",Trĩ
Đau tức ngực nhiều 2 tuần gần đây. Vã mồ hôi lạnh tăng dần. Hồi hộp đánh trống ngực nhiều 2 tuần gần đây. Đau lan cánh tay trái tăng dần khi gắng sức.,Tim mạch
Ngứa dữ dội dai dẳng khi gắng sức. Da nứt nẻ 1 tuần nay.,Viêm da tiếp xúc
Da rỉ dịch từng cơn gần đây. Cảm giác châm chích 2 tuần gần đây. Da dày lên theo mảng từng cơn 1 tuần nay. Mụn nước phồng rộp từng cơn khi nghỉ. Da sưng nề nhiều khi gắng sức.,Viêm da tiếp xúc
"Khoảng 3 ngày nay, Ớn lạnh về đêm. Sốt nhẹ khi nghỉ. Viêm họng nhẹ 1 tuần nay.",Cảm cúm hoặc cảm lạnh
Da rỉ dịch nhẹ 2 tuần gần đây. Mụn nước phồng rộp tăng dần khi nghỉ. Rát bỏng da từng cơn. Vảy da nhiều 2 tuần gần đây.,Viêm da tiếp xúc
"Khoảng vài hôm, Cảm giác kiến bò ở bàn chân nhẹ khi nghỉ. Khô miệng nhẹ 2 tuần gần đây.",Tiểu đường
"Hiện tại, Đau quặn hông lưng dai dẳng 1 tuần nay. Đau lan xuống háng từng cơn khi gắng sức. Sốt dai dẳng về đêm. Tiểu ra máu tăng dần khi gắng sức. Buồn nôn dai dẳng.",Sỏi thận
Nước tiểu có mùi hôi 2 tuần gần đây. Đau rát khi đi tiểu dai dẳng khi gắng sức.,Sỏi thận
Đau khi ngồi lâu nhiều 1 tuần nay. Cảm giác cộm vướng dai dẳng. Chảy máu khi đi tiêu nhiều.,Trĩ
"Khoảng 3 ngày nay, Đau lưng dữ dội 1 tuần nay. Đau tăng khi nâng vật nặng nhiều khi gắng sức.",Đau lưng và viêm khớp
"Thỉnh thoảng, Sa búi trĩ 1 tuần nay. Dịch nhầy quanh hậu môn nhẹ.",Trĩ
"Khoảng 1 tháng, Cứng khớp buổi sáng từng cơn về đêm. Đau tăng khi ngồi lâu nhiều. Sưng khớp 1 tuần nay. Sưng đau khớp cổ tay nhẹ. Đau tăng khi vận động khớp tăng dần 1 tuần nay.",Đau lưng và viêm khớp
Sa búi trĩ nhiều khi nghỉ. Dịch nhầy quanh hậu môn nhiều về đêm.,Trĩ
Cảm giác kiến bò ở bàn chân dai dẳng 1 tuần nay. Khát về đêm nhẹ 2 tuần gần đây. Đi tiểu nhiều lần tăng dần gần đây. Giảm cân không chủ ý dai dẳng.,Tiểu đường
Ngứa da nhiều khi nghỉ. Nhiễm trùng da tái phát từng cơn gần đây. Khát nước liên tục tăng dần khi nghỉ.,Tiểu đường
Nước tiểu có mùi hôi dai dẳng 1 tuần nay. Nước tiểu đục dai dẳng 2 tuần gần đây.,Sỏi thận
Nhịp tim không đều nhiều 2 tuần gần đây. Chóng mặt nhẹ khi nghỉ. Ho khan dai dẳng nhiều về đêm. Khò khè khi nằm nhẹ vài ngày nay.,Tim mạch
"Khoảng 1 tháng, Rát bỏng da nhiều về đêm. Cảm giác châm chích từng cơn.",Viêm da tiếp xúc
Căng tức khi đi tiểu tăng dần gần đây. Hơi thở có mùi hôi tăng dần khi nghỉ. Tiểu ít tăng dần vài ngày nay. Nước tiểu có bọt tăng dần 1 tuần nay.,Suy thận
Da nứt nẻ 2 tuần gần đây. Da dày lên theo mảng gần đây.,Viêm da tiếp xúc
Khó thở tăng dần vài ngày nay. Chóng mặt khi gắng sức.,Tim mạch
"Thỉnh thoảng, Cảm giác kiến bò ở bàn chân từng cơn vài ngày nay. Khát về đêm nhiều vài ngày nay. Vết thương lâu lành từng cơn 1 tuần nay. Giảm cân không chủ ý dai dẳng 1 tuần nay.",Tiểu đường
"Khoảng 1 tuần nay, Nước tiểu sẫm màu tăng dần khi nghỉ. Rối loạn giấc ngủ tăng dần gần đây.",Suy thận
Phù mắt cá chân nhiều. Vã mồ hôi lạnh từng cơn. Nhịp tim không đều tăng dần. Đau tức ngực nhiều. Hồi hộp đánh trống ngực tăng dần.,Tim mạch
Tăng huyết áp khó kiểm soát 1 tuần nay. Cơ giật nhẹ khi nghỉ.,Suy thận
Khát nước liên tục nhẹ 1 tuần nay. Nhiễm trùng da tái phát tăng dần. Giảm cân không chủ ý 1 tuần nay.,Tiểu đường
Hắt hơi tăng dần 1 tuần nay. Đau đầu từng cơn về đêm. Sốt nhẹ từng cơn 1 tuần nay. Ho khan từng cơn 1 tuần nay. Mệt mỏi nhẹ khi gắng sức.,Cảm cúm hoặc cảm lạnh
Sốt dai dẳng gần đây. Sốt cao tăng dần 2 tuần gần đây. Ho 2 tuần gần đây. Nhức mỏi toàn thân khi gắng sức.,Cảm cúm hoặc cảm lạnh
Đau cơ từng cơn. Sốt nhẹ từng cơn 2 tuần gần đây. Mệt mỏi nhẹ 1 tuần nay. Nghẹt mũi nhiều 2 tuần gần đây.,Cảm cúm hoặc cảm lạnh
Đau lan xuống háng khi gắng sức. Buồn nôn dai dẳng gần đây. Đau tăng từng cơn vài ngày nay. Ớn lạnh dai dẳng 1 tuần nay. Đau rát khi đi tiểu nhiều về đêm.,Sỏi thận
"Khoảng 2 tuần, Sưng đau khớp cổ tay nhẹ vài ngày nay. Đau lưng âm ỉ dai dẳng khi nghỉ. Cứng lưng buổi sáng từng cơn gần đây. Đau tăng khi ngồi lâu nhiều vài ngày nay.",Đau lưng và viêm khớp
Đau lan xuống mông hoặc chân nhẹ khi nghỉ. Nóng đỏ khớp dai dẳng khi gắng sức. Sưng khớp nhiều về đêm. Lạo xạo khi cử động khớp từng cơn 1 tuần nay.,Đau lưng và viêm khớp
Ngứa dữ dội. Vảy da nhiều 1 tuần nay. Da dày lên theo mảng nhiều 1 tuần nay. Da sưng nề dai dẳng khi gắng sức. Da rỉ dịch từng cơn về đêm.,Viêm da tiếp xúc
Hoa mắt chóng mặt nhẹ khi gắng sức. Nước tiểu có bọt nhiều về đêm. Phù mắt cá dai dẳng 1 tuần nay.,Suy thận
Vàng da vàng mắt nhiều khi nghỉ. Lòng bàn tay đỏ nhẹ 1 tuần nay. Buồn nôn tăng dần 1 tuần nay. Chán ăn nhẹ 1 tuần nay. Bụng to do cổ trướng nhẹ gần đây.,Xơ gan hoặc gan có vấn đề
"Khoảng 2 tuần, Tiểu gấp dai dẳng khi nghỉ. Nôn từng cơn 2 tuần gần đây. Nước tiểu có mùi hôi tăng dần 1 tuần nay. Đau lan xuống háng nhiều khi gắng sức. Nước tiểu đục tăng dần khi gắng sức.",Sỏi thận
"Khoảng 1 tuần nay, Vàng da vàng mắt tăng dần. Rối loạn giấc ngủ dai dẳng khi gắng sức. Chảy máu cam nhiều khi nghỉ. Bầm tím dễ dàng khi gắng sức.",Xơ gan hoặc gan có vấn đề
Ớn lạnh nhiều khi gắng sức. Chuột rút cơ dai dẳng về đêm. Phù chân nhẹ 2 tuần gần đây. Cơ giật từng cơn khi gắng sức. Tiểu ra máu nhẹ khi gắng sức.,Suy thận
"Khoảng 3 ngày nay, Da nứt nẻ tăng dần gần đây. Vảy da từng cơn vài ngày nay. Rát bỏng da dai dẳng 1 tuần nay. Da dày lên theo mảng nhẹ. Cảm giác châm chích nhẹ về đêm.",Viêm da tiếp xúc
Đau quặn hông lưng nhiều 1 tuần nay. Nôn vài ngày nay. Tiểu gấp nhẹ vài ngày nay. Tiểu ra máu tăng dần 1 tuần nay.,Sỏi thận
Da sưng nề nhẹ vài ngày nay. Da nứt nẻ dai dẳng về đêm. Ngứa dữ dội khi nghỉ.,Viêm da tiếp xúc
Tiểu gấp nhẹ gần đây. Đau tăng từng cơn 1 tuần nay. Ớn lạnh từng cơn khi gắng sức.,Sỏi thận
"Thỉnh thoảng, Hồi hộp đánh trống ngực từng cơn về đêm. Khò khè khi nằm từng cơn 2 tuần gần đây.",Tim mạch
Buồn nôn nhẹ khi nghỉ. Nước tiểu sẫm màu nhiều khi nghỉ. Đau tức hạ sườn phải 2 tuần gần đây. Phù chân tăng dần. Chán ăn nhẹ khi gắng sức.,Xơ gan hoặc gan có vấn đề
Sưng quanh hậu môn từng cơn khi gắng sức. Sa búi trĩ tăng dần khi nghỉ. Đau khi ngồi lâu từng cơn 1 tuần nay. Chảy máu khi đi tiêu tăng dần khi gắng sức. Cảm giác cộm vướng nhiều vài ngày nay.,Trĩ
Mệt mỏi bất thường nhiều 2 tuần gần đây. Đau lan cánh tay trái 1 tuần nay.,Tim mạch
Giảm khi nghỉ ngơi nhẹ gần đây. Đau tăng khi nâng vật nặng về đêm.,Đau lưng và viêm khớp
"Khoảng 2 tuần, Sốt từng cơn về đêm. Sổ mũi từng cơn. Đau họng tăng dần khi gắng sức.",Cảm cúm hoặc cảm lạnh
"Thỉnh thoảng, Khò khè khi nằm dai dẳng về đêm. Chóng mặt dai dẳng gần đây.",Tim mạch
"Gần đây, Giảm khi nghỉ ngơi nhiều 2 tuần gần đây. Yếu chân từng cơn 1 tuần nay.",Đau lưng và viêm khớp
"Thỉnh thoảng, Khò khè khi nằm nhẹ khi nghỉ. Ngất từng cơn.",Tim mạch
"Thỉnh thoảng, Nước tiểu sẫm màu 2 tuần gần đây. Phù chân tăng dần khi gắng sức. Chán ăn nhẹ vài ngày nay. Sao mạch trên da nhiều 2 tuần gần đây. Mệt mỏi từng cơn gần đây.",Xơ gan hoặc gan có vấn đề
Mệt mỏi từng cơn về đêm. Ho có đờm dai dẳng về đêm. Sốt cao dai dẳng 1 tuần nay.,Cảm cúm hoặc cảm lạnh
Đau tăng từng cơn dai dẳng về đêm. Đau rát khi đi tiểu. Ớn lạnh 1 tuần nay.,Sỏi thận
Đau rát hậu môn tăng dần 1 tuần nay. Đau khi ngồi lâu nhiều vài ngày nay. Dịch nhầy quanh hậu môn dai dẳng về đêm. Chảy máu khi đi tiêu về đêm.,Trĩ
Tiểu ra máu từng cơn. Đau quặn hông lưng nhẹ. Đau lan xuống háng tăng dần 2 tuần gần đây. Nước tiểu có mùi hôi từng cơn khi nghỉ. Ớn lạnh từng cơn gần đây.,Sỏi thận
Vàng da vàng mắt dai dẳng khi nghỉ. Chảy máu cam nhẹ 1 tuần nay.,Xơ gan hoặc gan có vấn đề
Đau lan cánh tay trái nhẹ vài ngày nay. Đau tức ngực nhiều 2 tuần gần đây.,Tim mạch
Đau lan xuống háng tăng dần khi gắng sức. Nước tiểu có mùi hôi nhiều vài ngày nay.,Sỏi thận
Cảm giác buồn nôn và nôn. Từng bị nhiễm trùng đường tiết niệu.,Sỏi thận
Hắt hơi tăng dần 2 tuần gần đây. Ho khan nhẹ khi nghỉ. Ớn lạnh tăng dần 1 tuần nay. Đau cơ dai dẳng 1 tuần nay.,Cảm cúm hoặc cảm lạnh
Đau tăng từng cơn tăng dần khi nghỉ. Đau lan xuống háng nhiều.,Sỏi thận
"Thỉnh thoảng, Da nứt nẻ tăng dần khi gắng sức. Ngứa dữ dội tăng dần 1 tuần nay. Rát bỏng da nhiều khi nghỉ.",Viêm da tiếp xúc
Lòng bàn tay đỏ nhẹ khi gắng sức. Chán ăn 1 tuần nay. Bầm tím dễ dàng nhẹ gần đây. Vàng da vàng mắt từng cơn gần đây. Sao mạch trên da nhiều khi nghỉ.,Xơ gan hoặc gan có vấn đề
Ngứa dữ dội nhẹ. Da dày lên theo mảng.,Viêm da tiếp xúc
Khô miệng tăng dần 2 tuần gần đây. Tê bì tay chân dai dẳng khi nghỉ. Khát về đêm dai dẳng. Cảm giác kiến bò ở bàn chân dai dẳng gần đây. Hơi thở mùi trái cây tăng dần vài ngày nay.,Tiểu đường
Đau quặn hông lưng khi gắng sức. Tiểu buốt từng cơn 1 tuần nay. Sốt từng cơn khi nghỉ. Buồn nôn tăng dần về đêm. Tiểu gấp dai dẳng vài ngày nay.,Sỏi thận
Đau khi ngồi lâu dai dẳng về đêm. Đau rát hậu môn 1 tuần nay.,Trĩ
Sụt cân nhiều 1 tuần nay. Phân bạc màu nhẹ về đêm. Lòng bàn tay đỏ khi gắng sức.,Xơ gan hoặc gan có vấn đề
Sưng quanh hậu môn nhiều về đêm. Chảy máu khi đi tiêu dai dẳng khi gắng sức. Ngứa quanh hậu môn nhiều khi nghỉ.,Trĩ
Đau tức hạ sườn phải từng cơn 1 tuần nay. Buồn nôn 1 tuần nay. Phân bạc màu tăng dần 1 tuần nay. Chán ăn từng cơn về đêm. Ngứa da nhiều.,Xơ gan hoặc gan có vấn đề
Nhức mỏi toàn thân dai dẳng vài ngày nay. Đau cơ từng cơn gần đây. Ho có đờm. Sốt cao từng cơn. Đau đầu tăng dần về đêm.,Cảm cúm hoặc cảm lạnh
Ớn lạnh dai dẳng khi gắng sức. Nôn nhiều khi gắng sức. Nước tiểu đục từng cơn 1 tuần nay. Sốt dai dẳng về đêm. Buồn nôn từng cơn.,Sỏi thận
Rối loạn giấc ngủ nhiều về đêm. Bụng to do cổ trướng tăng dần khi gắng sức. Buồn nôn dai dẳng 2 tuần gần đây. Sao mạch trên da dai dẳng 2 tuần gần đây.,Xơ gan hoặc gan có vấn đề
"Khoảng vài hôm, Ớn lạnh tăng dần 2 tuần gần đây. Đau họng từng cơn gần đây.",Cảm cúm hoặc cảm lạnh
"Thỉnh thoảng, Nước tiểu có mùi hôi vài ngày nay. Ớn lạnh từng cơn về đêm. Đau lan xuống háng dai dẳng. Tiểu buốt tăng dần. Sốt.",Sỏi thận
Nước tiểu sẫm màu nhiều gần đây. Buồn nôn nhẹ 2 tuần gần đây. Sụt cân tăng dần khi nghỉ.,Xơ gan hoặc gan có vấn đề
Cảm giác châm chích nhiều 2 tuần gần đây. Da sưng nề 2 tuần gần đây. Mụn nước phồng rộp từng cơn về đêm.,Viêm da tiếp xúc
Nóng đỏ khớp nhiều 2 tuần gần đây. Giảm khi nghỉ ngơi từng cơn khi gắng sức.,Đau lưng và viêm khớp
Ngứa da nhiều 2 tuần gần đây. Phân bạc màu khi gắng sức. Phù chân nhẹ 1 tuần nay. Lòng bàn tay đỏ nhẹ về đêm.,Xơ gan hoặc gan có vấn đề
Sưng nhức khớp cổ tay nhiều 2 tuần gần đây. Đau tăng khi vận động khớp nhiều 2 tuần gần đây. Đau lan xuống mông hoặc chân khi gắng sức. Cứng khớp buổi sáng dai dẳng gần đây.,Đau lưng và viêm khớp
Ban đỏ giới hạn vùng tiếp xúc dai dẳng khi gắng sức. Da sưng nề nhiều 1 tuần nay. Da dày lên theo mảng tăng dần.,Viêm da tiếp xúc
"Thỉnh thoảng, Ớn lạnh nhiều. Phù mặt dai dẳng 1 tuần nay. Phù chân dai dẳng. Phù mắt cá dai dẳng khi nghỉ.",Suy thận
"Hiện tại, Căng tức khi đi tiểu nhiều 2 tuần gần đây. Tiểu ít gần đây. Rối loạn giấc ngủ khi nghỉ. Buồn nôn từng cơn về đêm.",Suy thận
Ngứa da từng cơn 1 tuần nay. Rối loạn giấc ngủ nhiều gần đây.,Xơ gan hoặc gan có vấn đề
Đau khi ngồi lâu từng cơn khi nghỉ. Đau rát hậu môn tăng dần khi gắng sức. Ngứa quanh hậu môn nhiều 1 tuần nay.,Trĩ
Đau lưng âm ỉ nhiều 2 tuần gần đây. Tê bì chân nhiều 1 tuần nay.,Đau lưng và viêm khớp
"Hiện tại, Cảm giác kiến bò ở bàn chân nhiều 1 tuần nay. Vết thương lâu lành từng cơn về đêm. Khô miệng khi gắng sức. Khát nước liên tục từng cơn khi nghỉ.",Tiểu đường
